Name;Typ;Stadt;Land;Längengrad;Breitengrad;Quelle;Operator;Details
Weismark (Trier), Joseph-Haydn-Straße;Bushaltestelle;Trier;Deutschland;6.6382232;49.7346286;OpenStreetMap;;
Trier-Nord, Nordbad;Bushaltestelle;Trier;Deutschland;6.6482843;49.769658;OpenStreetMap;Stadt Trier;network: VRT
Trier, St.-Mergener-Straße;Bushaltestelle;Trier;Deutschland;6.6412858;49.7656861;OpenStreetMap;Stadt Trier;network: VRT
Trier-Nord, An der Hospitalsmühle;Bushaltestelle;Trier;Deutschland;6.6536137;49.7711295;OpenStreetMap;Stadt Trier;network: VRT
Trier, Benediktinerstraße;Bushaltestelle;Trier;Deutschland;6.6455307;49.765666;OpenStreetMap;Stadt Trier;network: VRT
Trier, Remigiusstraße;Bushaltestelle;Trier;Deutschland;6.6372481;49.764918;OpenStreetMap;Stadt Trier;network: VRT
Trier, Trier Galerie;Bushaltestelle;Trier;Deutschland;6.637101;49.7556996;OpenStreetMap;Stadt Trier;
Trier, St.-Mergener-Straße;Bushaltestelle;Trier;Deutschland;6.6410947;49.7651716;OpenStreetMap;Stadt Trier;network: VRT
Trier-Nord, Zurmaiener Straße Nord;Bushaltestelle;Trier;Deutschland;6.6589411;49.7721377;OpenStreetMap;Stadt Trier;network: VRT
Trier, Benediktinerstraße;Bushaltestelle;Trier;Deutschland;6.6454367;49.7656097;OpenStreetMap;Stadt Trier;network: VRT
Trier, Nordallee;Bushaltestelle;Trier;Deutschland;6.6383632;49.7616185;OpenStreetMap;Stadt Trier;network: VRT
Weismark (Trier), Pfahlweiher;Bushaltestelle;Trier;Deutschland;6.6377001;49.7261923;OpenStreetMap;;
Trier, Kaiserthermen;Bushaltestelle;Trier;Deutschland;6.6405163;49.7491257;OpenStreetMap;;wheelchair: yes
Trier, Kürenzer Straße;Bushaltestelle;Trier;Deutschland;6.6556526;49.7607257;OpenStreetMap;Stadt Trier;network: VRT
Trier, Kürenzer Straße;Bushaltestelle;Trier;Deutschland;6.6558348;49.7608845;OpenStreetMap;Stadt Trier;network: VRT
Trier, Kaiserthermen;Bushaltestelle;Trier;Deutschland;6.6405251;49.749213;OpenStreetMap;Stadt Trier;network: VRT
Olewig (Trier), Brettenbach;Bushaltestelle;Trier;Deutschland;6.6655912;49.7429471;OpenStreetMap;;
Trier, Wasserweg;Bushaltestelle;Trier;Deutschland;6.6536279;49.7651246;OpenStreetMap;;
Feyen (Trier), Clara-Viebig-Straße;Bushaltestelle;Trier;Deutschland;6.631861;49.7275651;OpenStreetMap;;
Feyen (Trier), Clara-Viebig-Straße;Bushaltestelle;Trier;Deutschland;6.6321091;49.7273887;OpenStreetMap;;
Kernscheid (Trier), Höhenweg 2;Bushaltestelle;Trier;Deutschland;6.6736056;49.7361575;OpenStreetMap;Stadt Trier;network: VRT
Kürenz (Trier), Domänenstraße;Bushaltestelle;Trier;Deutschland;6.6667181;49.7631634;OpenStreetMap;Stadt Trier;network: VRT
Kürenz (Trier), Im Avelertal;Bushaltestelle;Trier;Deutschland;6.6739254;49.7599972;OpenStreetMap;;network: VRT
Kürenz (Trier), Im Avelertal;Bushaltestelle;Trier;Deutschland;6.674148;49.7599035;OpenStreetMap;;network: VRT
Trier, St. Paulin;Bushaltestelle;Trier;Deutschland;6.6511823;49.7638768;OpenStreetMap;;wheelchair: no
Olewig (Trier), Retzgrubenweg;Bushaltestelle;Trier;Deutschland;6.6612221;49.7441114;OpenStreetMap;;
Trier, Franz-Georg-Straße;Bushaltestelle;Trier;Deutschland;6.6563167;49.7631765;OpenStreetMap;Stadt Trier;network: VRT
Pallien (Trier), Römerstraße;Bushaltestelle;Trier;Deutschland;6.6257417;49.7594055;OpenStreetMap;Stadt Trier;network: VRT
Pallien (Trier), Römerstraße;Bushaltestelle;Trier;Deutschland;6.6258301;49.7593754;OpenStreetMap;;
Trier-West, Hohensteinstraße;Bushaltestelle;Trier;Deutschland;6.6220258;49.752402;OpenStreetMap;Stadt Trier;network: VRT
Trier-West, Markusstraße;Bushaltestelle;Trier;Deutschland;6.6225063;49.7541614;OpenStreetMap;Stadt Trier;network: VRT
Trier-West, Steinsweg;Bushaltestelle;Trier;Deutschland;6.6232994;49.7566175;OpenStreetMap;;
Trier-West, Steinsweg;Bushaltestelle;Trier;Deutschland;6.6234991;49.7568268;OpenStreetMap;Stadt Trier;network: VRT
Trier-West, Steinsweg;Bushaltestelle;Trier;Deutschland;6.6234022;49.7566112;OpenStreetMap;Stadt Trier;network: VRT
Pallien (Trier), Römerstraße;Bushaltestelle;Trier;Deutschland;6.625683;49.7597704;OpenStreetMap;Stadt Trier;network: VRT
Pallien (Trier), Magnerichstraße;Bushaltestelle;Trier;Deutschland;6.6245817;49.7611272;OpenStreetMap;Stadt Trier;network: VRT
Pallien (Trier), Villa Reverchon;Bushaltestelle;Trier;Deutschland;6.6259198;49.7629068;OpenStreetMap;Stadt Trier;network: VRT
Pallien (Trier), Auf der Jüngt;Bushaltestelle;Trier;Deutschland;6.6254667;49.7646809;OpenStreetMap;Stadt Trier;network: VRT
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6516162;49.7573788;OpenStreetMap;;wheelchair: limited
Feyen (Trier), Graf-Reginar-Straße;Bushaltestelle;Trier;Deutschland;6.6257845;49.7230114;OpenStreetMap;;
Kürenz (Trier), Arnoldistraße;Bushaltestelle;Trier;Deutschland;6.6635807;49.7614483;OpenStreetMap;;
Kürenz (Trier), Arnoldistraße;Bushaltestelle;Trier;Deutschland;6.6641492;49.7618169;OpenStreetMap;;
Trier, Töpferstraße;Bushaltestelle;Trier;Deutschland;6.6334244;49.7421291;OpenStreetMap;;
Trier, St. Matthias;Bushaltestelle;Trier;Deutschland;6.6316239;49.7394721;OpenStreetMap;;
Euren (Trier), Messepark P+R;Bushaltestelle;Trier;Deutschland;6.6236753;49.7393796;OpenStreetMap;;
St. Medard (Trier), St. Medard;Bushaltestelle;Trier;Deutschland;6.628297;49.7309902;OpenStreetMap;;
Trier, St. Matthias;Bushaltestelle;Trier;Deutschland;6.6319075;49.7398152;OpenStreetMap;;
Trier, Töpferstraße;Bushaltestelle;Trier;Deutschland;6.6331995;49.7416783;OpenStreetMap;;
Trier, Südbahnhof;Bushaltestelle;Trier;Deutschland;6.634375;49.74411;OpenStreetMap;;
Trier, Balduinsbrunnen/Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6496712;49.7579193;OpenStreetMap;;
Feyen (Trier), Zum Römersprudel;Bushaltestelle;Trier;Deutschland;6.6217317;49.7205291;OpenStreetMap;;
Feyen (Trier), Adastraße;Bushaltestelle;Trier;Deutschland;6.6233598;49.722727;OpenStreetMap;SWT;
Feyen (Trier), Graf-Reginar-Straße;Bushaltestelle;Trier;Deutschland;6.6262633;49.7232403;OpenStreetMap;SWT;
Pallien (Trier), Hochschule Trier;Bushaltestelle;Trier;Deutschland;6.6261452;49.7684271;OpenStreetMap;;
Trier, Feldstraße/Mutterhaus;Bushaltestelle;Trier;Deutschland;6.6320997;49.7523445;OpenStreetMap;;
Trier, Karl-Marx-Haus;Bushaltestelle;Trier;Deutschland;6.6355821;49.7536805;OpenStreetMap;;
Trier, Stadtbibliothek;Bushaltestelle;Trier;Deutschland;6.6410011;49.7512931;OpenStreetMap;;
Trier, Stadtbibliothek;Bushaltestelle;Trier;Deutschland;6.6411731;49.7517946;OpenStreetMap;;
Trier, Mustorstraße;Bushaltestelle;Trier;Deutschland;6.645046;49.7539166;OpenStreetMap;;
Trier, Mustorstraße;Bushaltestelle;Trier;Deutschland;6.6455064;49.753967;OpenStreetMap;;
Trier, Mustorstraße;Bushaltestelle;Trier;Deutschland;6.6454753;49.7539191;OpenStreetMap;;
Trier, SWT Stadtwerke;Bushaltestelle;Trier;Deutschland;6.6486495;49.7559749;OpenStreetMap;;
Trier, SWT Stadtwerke;Bushaltestelle;Trier;Deutschland;6.6474958;49.7553069;OpenStreetMap;;
Pallien (Trier), Augustastraße;Bushaltestelle;Trier;Deutschland;6.6270988;49.7609911;OpenStreetMap;;
Pallien (Trier), Augustastraße;Bushaltestelle;Trier;Deutschland;6.6277452;49.7615335;OpenStreetMap;;
Pallien (Trier), Römerstraße;Bushaltestelle;Trier;Deutschland;6.62559;49.7593797;OpenStreetMap;;
Trier-West, Markusstraße;Bushaltestelle;Trier;Deutschland;6.622464;49.7541621;OpenStreetMap;;
Trier-West, Trierweilerweg;Bushaltestelle;Trier;Deutschland;6.6215922;49.7514824;OpenStreetMap;;
Heiligkreuz (Trier), Trevererstraße;Bushaltestelle;Trier;Deutschland;6.6477692;49.7339508;OpenStreetMap;;
Heiligkreuz (Trier), Trevererstraße;Bushaltestelle;Trier;Deutschland;6.647851;49.7338191;OpenStreetMap;;
Heiligkreuz (Trier), Werdingstraße;Bushaltestelle;Trier;Deutschland;6.6487147;49.7360077;OpenStreetMap;;
Heiligkreuz (Trier), Werdingstraße;Bushaltestelle;Trier;Deutschland;6.6486785;49.7361672;OpenStreetMap;;
Heiligkreuz (Trier), Adolph-Kolping-Straße;Bushaltestelle;Trier;Deutschland;6.6481232;49.7375471;OpenStreetMap;;
Heiligkreuz (Trier), Adolph-Kolping-Straße;Bushaltestelle;Trier;Deutschland;6.6487232;49.7370089;OpenStreetMap;;
Heiligkreuz (Trier), Adolph-Kolping-Straße;Bushaltestelle;Trier;Deutschland;6.6488073;49.7370402;OpenStreetMap;;
Heiligkreuz (Trier), Ludwig-Simon-Straße;Bushaltestelle;Trier;Deutschland;6.6458206;49.7377196;OpenStreetMap;;
Heiligkreuz (Trier), Straßburger Allee;Bushaltestelle;Trier;Deutschland;6.6415152;49.7394623;OpenStreetMap;;
Heiligkreuz (Trier), Straßburger Allee;Bushaltestelle;Trier;Deutschland;6.6415586;49.7395059;OpenStreetMap;;
Heiligkreuz (Trier), Franz-Buß-Straße;Bushaltestelle;Trier;Deutschland;6.6437003;49.7376138;OpenStreetMap;;
Heiligkreuz (Trier), Franz-Buß-Straße;Bushaltestelle;Trier;Deutschland;6.6439143;49.7381868;OpenStreetMap;;
Heiligkreuz (Trier), An der Ziegelei;Bushaltestelle;Trier;Deutschland;6.6458729;49.7394802;OpenStreetMap;;
Heiligkreuz (Trier), Straßburger Allee;Bushaltestelle;Trier;Deutschland;6.6435561;49.7410525;OpenStreetMap;;
Heiligkreuz (Trier), Bernhardstraße;Bushaltestelle;Trier;Deutschland;6.6429412;49.7453827;OpenStreetMap;;
Heiligkreuz (Trier), Metzer Allee;Bushaltestelle;Trier;Deutschland;6.6433785;49.7469502;OpenStreetMap;;
Heiligkreuz (Trier), Metzer Allee;Bushaltestelle;Trier;Deutschland;6.6429154;49.7477359;OpenStreetMap;;
Heiligkreuz (Trier), Bernhardstraße;Bushaltestelle;Trier;Deutschland;6.6438814;49.7456708;OpenStreetMap;;
Trier, Pferdemarkt;Bushaltestelle;Trier;Deutschland;6.6391164;49.7593317;OpenStreetMap;;
Trier, Kaiserthermen;Bushaltestelle;Trier;Deutschland;6.6404406;49.7501921;OpenStreetMap;;
Trier, Hochwaldstraße;Bushaltestelle;Trier;Deutschland;6.66141;49.7697661;OpenStreetMap;;
Trier-Nord, P+R Nord;Bushaltestelle;Trier;Deutschland;6.669589;49.7727561;OpenStreetMap;;
Trier-Nord, P+R Nord;Bushaltestelle;Trier;Deutschland;6.6695654;49.772806;OpenStreetMap;;
Trier-Nord, Rudolf-Diesel-Straße;Bushaltestelle;Trier;Deutschland;6.6732475;49.7740622;OpenStreetMap;;
Trier-Nord, Rudolf-Diesel-Straße;Bushaltestelle;Trier;Deutschland;6.6732274;49.7740925;OpenStreetMap;Stadt Trier;network: VRT
Trier-Nord, Rudolf-Diesel-Straße;Bushaltestelle;Trier;Deutschland;6.6724763;49.7738981;OpenStreetMap;;
Trier-Nord, Handwerkskammer;Bushaltestelle;Trier;Deutschland;6.6793121;49.7754153;OpenStreetMap;Stadt Trier;network: VRT
Trier, Franz-Georg-Straße;Bushaltestelle;Trier;Deutschland;6.6583995;49.7641659;OpenStreetMap;;
Trier, Franz-Georg-Straße;Bushaltestelle;Trier;Deutschland;6.6588676;49.7644243;OpenStreetMap;;
Trier-Nord, Nells Park/Parkstraße;Bushaltestelle;Trier;Deutschland;6.6660651;49.7708566;OpenStreetMap;;
Pallien (Trier), Bonner Straße;Bushaltestelle;Trier;Deutschland;6.6306712;49.7649045;OpenStreetMap;;
Pallien (Trier), Palliener Straße;Bushaltestelle;Trier;Deutschland;6.6330144;49.7667072;OpenStreetMap;;
Pallien (Trier), Palliener Straße;Bushaltestelle;Trier;Deutschland;6.6332569;49.7668787;OpenStreetMap;;
Biewer (Trier), Süd;Bushaltestelle;Trier;Deutschland;6.6627185;49.7779644;OpenStreetMap;;
Biewer (Trier), Donaustraße;Bushaltestelle;Trier;Deutschland;6.6644417;49.7792902;OpenStreetMap;;
Biewer (Trier), Donaustraße;Bushaltestelle;Trier;Deutschland;6.6646737;49.7793522;OpenStreetMap;;
Kernscheid (Trier), Höhenweg 1;Bushaltestelle;Trier;Deutschland;6.6696379;49.738884;OpenStreetMap;;
Olewig (Trier), Caspar-Olevian-Straße;Bushaltestelle;Trier;Deutschland;6.6655155;49.7399463;OpenStreetMap;;
Olewig (Trier), Auf der Hill;Bushaltestelle;Trier;Deutschland;6.6637015;49.7412575;OpenStreetMap;;
Olewig (Trier), Auf der Hill;Bushaltestelle;Trier;Deutschland;6.6636506;49.7412263;OpenStreetMap;;
Pallien (Trier), Sankt Urban;Bushaltestelle;Trier;Deutschland;6.6390889;49.7702725;OpenStreetMap;;
Olewig (Trier), St.-Anna-Straße;Bushaltestelle;Trier;Deutschland;6.6571569;49.7425956;OpenStreetMap;;
Olewig (Trier), Caspar-Olevian-Straße;Bushaltestelle;Trier;Deutschland;6.6653229;49.7401134;OpenStreetMap;;
Heiligkreuz (Trier), Am Herrenbrüchen;Bushaltestelle;Trier;Deutschland;6.6450516;49.7432062;OpenStreetMap;;
Heiligkreuz (Trier), Hans-Böckler-Allee;Bushaltestelle;Trier;Deutschland;6.6454142;49.7414733;OpenStreetMap;;wheelchair: yes
Heiligkreuz (Trier), Peter-Wust-Straße;Bushaltestelle;Trier;Deutschland;6.6492686;49.7392623;OpenStreetMap;;
Heiligkreuz (Trier), Karlsweg;Bushaltestelle;Trier;Deutschland;6.6515458;49.7353412;OpenStreetMap;;
Heiligkreuz (Trier), Karlsweg;Bushaltestelle;Trier;Deutschland;6.6514653;49.7363033;OpenStreetMap;;
Mariahof (Trier), Wolkerstraße;Bushaltestelle;Trier;Deutschland;6.6566178;49.7275734;OpenStreetMap;;
Mariahof (Trier), Anheierstraße;Bushaltestelle;Trier;Deutschland;6.6601704;49.7313425;OpenStreetMap;;wheelchair: yes
Mariahof (Trier), Anheierstraße;Bushaltestelle;Trier;Deutschland;6.6599907;49.7311501;OpenStreetMap;;wheelchair: yes
Mariahof (Trier), Am Mariahof;Bushaltestelle;Trier;Deutschland;6.6592571;49.7334231;OpenStreetMap;;
Mariahof (Trier), Am Mariahof;Bushaltestelle;Trier;Deutschland;6.6590117;49.7334394;OpenStreetMap;;
Mariahof (Trier), Wolfsberg;Bushaltestelle;Trier;Deutschland;6.6530514;49.7292437;OpenStreetMap;;
Mariahof (Trier), Wolfsberg;Bushaltestelle;Trier;Deutschland;6.6527297;49.7301155;OpenStreetMap;;
Mariahof (Trier), Trebetastraße;Bushaltestelle;Trier;Deutschland;6.6550367;49.7271295;OpenStreetMap;;wheelchair: yes
Mariahof (Trier), Wolkerstraße;Bushaltestelle;Trier;Deutschland;6.6580233;49.7285261;OpenStreetMap;;
Heiligkreuz (Trier), Karlsweg;Bushaltestelle;Trier;Deutschland;6.6511595;49.7359427;OpenStreetMap;;wheelchair: yes
Heiligkreuz (Trier), Karlsweg;Bushaltestelle;Trier;Deutschland;6.65113;49.7358612;OpenStreetMap;;
Heiligkreuz (Trier), Adolph-Kolping-Straße;Bushaltestelle;Trier;Deutschland;6.6480572;49.7375216;OpenStreetMap;;
Weismark (Trier), Am Bildstock;Bushaltestelle;Trier;Deutschland;6.6393988;49.7295713;OpenStreetMap;Stadt Trier;network: VRT
Weismark (Trier), Rubenstraße;Bushaltestelle;Trier;Deutschland;6.63674;49.7326333;OpenStreetMap;;
Weismark (Trier), Rubenstraße;Bushaltestelle;Trier;Deutschland;6.6369894;49.732694;OpenStreetMap;;
Weismark (Trier), Händelstraße;Bushaltestelle;Trier;Deutschland;6.6332732;49.7314596;OpenStreetMap;;
Weismark (Trier), Händelstraße;Bushaltestelle;Trier;Deutschland;6.6335106;49.731509;OpenStreetMap;;
Feyen (Trier), Scheffelstraße;Bushaltestelle;Trier;Deutschland;6.632663;49.7288433;OpenStreetMap;;
Feyen (Trier), Scheffelstraße;Bushaltestelle;Trier;Deutschland;6.6317725;49.7282764;OpenStreetMap;;
Trier-West, Trierweilerweg;Bushaltestelle;Trier;Deutschland;6.6215505;49.751514;OpenStreetMap;;
Trier-West, Trierweilerweg;Bushaltestelle;Trier;Deutschland;6.6211084;49.7513123;OpenStreetMap;;
Trier, Treviris;Bushaltestelle;Trier;Deutschland;6.6407009;49.758195;OpenStreetMap;;wheelchair: yes
Trier Hbf, Kürenzer Straße;Bushaltestelle;Trier;Deutschland;6.6531645;49.7581976;OpenStreetMap;;
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6520561;49.7579797;OpenStreetMap;;wheelchair: no
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.652509;49.7577129;OpenStreetMap;;wheelchair: limited
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6523544;49.7577423;OpenStreetMap;;wheelchair: limited
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.651987;49.7573412;OpenStreetMap;;wheelchair: limited
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6522109;49.7577813;OpenStreetMap;;wheelchair: limited
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6518126;49.757349;OpenStreetMap;;wheelchair: limited
Pallien (Trier), Magnerichstraße;Bushaltestelle;Trier;Deutschland;6.6244474;49.7612545;OpenStreetMap;;
Trier, Zurlaubener Ufer;Bushaltestelle;Trier;Deutschland;6.6342992;49.7646122;OpenStreetMap;;
Trier-Nord, Nells Park;Bushaltestelle;Trier;Deutschland;6.6672397;49.7716463;OpenStreetMap;;
Trier, Treviris;Bushaltestelle;Trier;Deutschland;6.6408858;49.7588772;OpenStreetMap;;wheelchair: yes
Trier, Irminenfreihof;Bushaltestelle;Trier;Deutschland;6.630888;49.7585693;OpenStreetMap;;
Trier, Irminenfreihof;Bushaltestelle;Trier;Deutschland;6.6310071;49.7585393;OpenStreetMap;;network: VRT
Trier, Dasbachstraße Süd;Bushaltestelle;Trier;Deutschland;6.6688299;49.768654;OpenStreetMap;;
Trier, Konstantin Basilika;Bushaltestelle;Trier;Deutschland;6.6429841;49.7540405;OpenStreetMap;;
Trier, Konstantin Basilika;Bushaltestelle;Trier;Deutschland;6.6428809;49.7540735;OpenStreetMap;;
Trier, Theodor-Heuss-Allee;Bushaltestelle;Trier;Deutschland;6.6463409;49.759313;OpenStreetMap;;
Trier, Theodor-Heuss-Allee;Bushaltestelle;Trier;Deutschland;6.6464873;49.7591953;OpenStreetMap;Stadt Trier;"wheelchair: yes; network: VRT"
Trier, Theodor-Heuss-Allee;Bushaltestelle;Trier;Deutschland;6.6460683;49.7593654;OpenStreetMap;Stadt Trier;"wheelchair: yes; network: VRT"
Trier, Balduinsbrunnen/Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6499592;49.7579035;OpenStreetMap;;wheelchair: yes
Trier, Balduinsbrunnen/Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6498975;49.7578315;OpenStreetMap;;
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6522538;49.7575273;OpenStreetMap;;
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6521801;49.7575504;OpenStreetMap;;wheelchair: limited
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6522982;49.757573;OpenStreetMap;;
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6523504;49.7575526;OpenStreetMap;;
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6520252;49.7579403;OpenStreetMap;;
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6519391;49.7577182;OpenStreetMap;;
Trier, Rudolf-Diesel-Straße Süd;Bushaltestelle;Trier;Deutschland;6.6765413;49.7708151;OpenStreetMap;;
Trier, Rudolf-Diesel-Straße Süd;Bushaltestelle;Trier;Deutschland;6.6765694;49.7707848;OpenStreetMap;;
Trier, Dasbachstraße Süd;Bushaltestelle;Trier;Deutschland;6.6687964;49.7686895;OpenStreetMap;;
Trier, Am Keltenweg Süd;Bushaltestelle;Trier;Deutschland;6.6628231;49.7645369;OpenStreetMap;;
Trier, Rudolf-Diesel-Straße Süd;Bushaltestelle;Trier;Deutschland;6.6765849;49.7707268;OpenStreetMap;;
Trier, Dasbachstraße Süd;Bushaltestelle;Trier;Deutschland;6.6699377;49.7689399;OpenStreetMap;;
Trier, Dasbachstraße Süd;Bushaltestelle;Trier;Deutschland;6.6699833;49.7688931;OpenStreetMap;;
Trier, Am Keltenweg Süd;Bushaltestelle;Trier;Deutschland;6.6629953;49.7645258;OpenStreetMap;;
Trier, Am Keltenweg Süd;Bushaltestelle;Trier;Deutschland;6.6630537;49.7644832;OpenStreetMap;;
Feyen (Trier), Buntspechtweg;Bushaltestelle;Trier;Deutschland;6.6311758;49.7208447;OpenStreetMap;;
Feyen (Trier), Albert-Camus-Allee;Bushaltestelle;Trier;Deutschland;6.6314312;49.7229052;OpenStreetMap;;
Feyen (Trier), Albert-Camus-Allee;Bushaltestelle;Trier;Deutschland;6.630939;49.7226195;OpenStreetMap;;
Trier, Pacelliufer;Bushaltestelle;Trier;Deutschland;6.6282088;49.7452535;OpenStreetMap;;
Trier, SWT-Arena;Bushaltestelle;Trier;Deutschland;6.6646054;49.7711694;OpenStreetMap;;
Feyen (Trier), Clara-Viebig-Straße;Bushaltestelle;Trier;Deutschland;6.6321324;49.7274189;OpenStreetMap;;
Weismark (Trier), Pfahlweiher;Bushaltestelle;Trier;Deutschland;6.637843;49.7262868;OpenStreetMap;;network: VRT
Pallien (Trier), Augustastraße;Bushaltestelle;Trier;Deutschland;6.6276453;49.7615638;OpenStreetMap;;
Pallien (Trier), Augustastraße;Bushaltestelle;Trier;Deutschland;6.62714;49.7609566;OpenStreetMap;;
Weismark (Trier), Im Reutersfeld;Bushaltestelle;Trier;Deutschland;6.634552;49.7265681;OpenStreetMap;;
Weismark (Trier), Im Reutersfeld;Bushaltestelle;Trier;Deutschland;6.6350394;49.7263154;OpenStreetMap;;
Weismark (Trier), Kyrianderstraße;Bushaltestelle;Trier;Deutschland;6.637591;49.7362775;OpenStreetMap;Stadt Trier;network: VRT
Weismark (Trier), Joseph-Haydn-Straße;Bushaltestelle;Trier;Deutschland;6.6382908;49.7346365;OpenStreetMap;Stadt Trier;network: VRT
Weismark (Trier), Cusanusstraße;Bushaltestelle;Trier;Deutschland;6.6390333;49.7317943;OpenStreetMap;;
Feyen (Trier), Graf-Reginar-Straße;Bushaltestelle;Trier;Deutschland;6.6262985;49.723192;OpenStreetMap;;
Feyen (Trier), Graf-Reginar-Straße;Bushaltestelle;Trier;Deutschland;6.625781;49.7230249;OpenStreetMap;;
Trier, Gilbertstraße;Bushaltestelle;Trier;Deutschland;6.6360529;49.7476695;OpenStreetMap;Stadt Trier;"wheelchair: yes; network: VRT"
Olewig (Trier), Caspar-Olevian-Straße;Bushaltestelle;Trier;Deutschland;6.6655614;49.7399915;OpenStreetMap;;
Olewig (Trier), Kleeburger Weg;Bushaltestelle;Trier;Deutschland;6.6731797;49.7403309;OpenStreetMap;Stadt Trier;network: VRT
Heiligkreuz (Trier), Werdingstraße;Bushaltestelle;Trier;Deutschland;6.6486463;49.7360129;OpenStreetMap;;
Heiligkreuz (Trier), Trevererstraße;Bushaltestelle;Trier;Deutschland;6.6477882;49.7338389;OpenStreetMap;;
Mariahof (Trier), Wolfsberg;Bushaltestelle;Trier;Deutschland;6.6507744;49.7296689;OpenStreetMap;;
Mariahof (Trier), Wolfsberg;Bushaltestelle;Trier;Deutschland;6.6507317;49.7297111;OpenStreetMap;;
Mariahof (Trier), Anheierstraße;Bushaltestelle;Trier;Deutschland;6.6600993;49.7313417;OpenStreetMap;;
Weismark (Trier), Im Reutersfeld;Bushaltestelle;Trier;Deutschland;6.6345114;49.7265287;OpenStreetMap;;
Heiligkreuz (Trier), Straßburger Allee;Bushaltestelle;Trier;Deutschland;6.6409806;49.7392435;OpenStreetMap;;
Pallien (Trier), Villa Reverchon;Bushaltestelle;Trier;Deutschland;6.6258875;49.7629274;OpenStreetMap;;
Pallien (Trier), Villa Reverchon;Bushaltestelle;Trier;Deutschland;6.6259692;49.7628781;OpenStreetMap;;
Trier, An der Jugendherberge;Bushaltestelle;Trier;Deutschland;6.6403637;49.7672077;OpenStreetMap;;
Trier, An der Jugendherberge;Bushaltestelle;Trier;Deutschland;6.6403971;49.7671659;OpenStreetMap;;
Trier, An der Jugendherberge;Bushaltestelle;Trier;Deutschland;6.6401745;49.7674535;OpenStreetMap;;
Trier, Zurlaubener Ufer;Bushaltestelle;Trier;Deutschland;6.6373462;49.7660658;OpenStreetMap;;
Trier, Zurlaubener Ufer;Bushaltestelle;Trier;Deutschland;6.6361284;49.7639409;OpenStreetMap;;
Trier, Barbarathermen;Bushaltestelle;Trier;Deutschland;6.6308257;49.7510486;OpenStreetMap;;
Trier, Barbarathermen;Bushaltestelle;Trier;Deutschland;6.6307932;49.750984;OpenStreetMap;;
Trier, Zurlaubener Ufer;Bushaltestelle;Trier;Deutschland;6.6360819;49.7639594;OpenStreetMap;;
Trier, Zurlaubener Ufer;Bushaltestelle;Trier;Deutschland;6.637416;49.7660296;OpenStreetMap;;
Trier-Nord, Nordbad/Moselstadion;Bushaltestelle;Trier;Deutschland;6.6452379;49.7686164;OpenStreetMap;;
Trier-Nord, Nordbad/Moselstadion;Bushaltestelle;Trier;Deutschland;6.6452426;49.7685899;OpenStreetMap;;
Trier, An der Jugendherberge;Bushaltestelle;Trier;Deutschland;6.6401939;49.7674031;OpenStreetMap;;
St. Medard (Trier), Konzer Straße;Bushaltestelle;Trier;Deutschland;6.6290796;49.7328704;OpenStreetMap;;
St. Medard (Trier), Konzer Straße;Bushaltestelle;Trier;Deutschland;6.6296832;49.7333965;OpenStreetMap;;
St. Medard (Trier), Konzer Straße;Bushaltestelle;Trier;Deutschland;6.6297391;49.7333961;OpenStreetMap;;
St. Medard (Trier), Im Schammat;Bushaltestelle;Trier;Deutschland;6.6301283;49.73599;OpenStreetMap;;
St. Medard (Trier), Im Schammat;Bushaltestelle;Trier;Deutschland;6.6295351;49.7361906;OpenStreetMap;;
St. Medard (Trier), Im Schammat;Bushaltestelle;Trier;Deutschland;6.6295657;49.7362318;OpenStreetMap;;
Feyen (Trier), Buntspechtweg;Bushaltestelle;Trier;Deutschland;6.6311703;49.720797;OpenStreetMap;;
Feyen (Trier), Buntspechtweg;Bushaltestelle;Trier;Deutschland;6.6312253;49.7208438;OpenStreetMap;;
Feyen (Trier), Buntspechtweg;Bushaltestelle;Trier;Deutschland;6.6311261;49.7207996;OpenStreetMap;;
Feyen (Trier), Albert-Camus-Allee;Bushaltestelle;Trier;Deutschland;6.631513;49.7228839;OpenStreetMap;;
Feyen (Trier), Albert-Camus-Allee;Bushaltestelle;Trier;Deutschland;6.6309028;49.7226841;OpenStreetMap;;
