Name;Typ;Stadt;Land;Längengrad;Breitengrad;Quelle;Operator;Details
Parkplatz 499336182;Parkplatz;Trier;Deutschland;6.6421779;49.761678;OpenStreetMap;;
Parkplatz 499337293;Parkplatz;Trier;Deutschland;6.6429948;49.761502;OpenStreetMap;;
Parkplatz 500390573;Parkplatz;Trier;Deutschland;6.6327332;49.72625;OpenStreetMap;;fee: no
Parkplatz 500390574;Parkplatz;Trier;Deutschland;6.6317816;49.7263645;OpenStreetMap;;fee: no
Parkplatz 500390575;Parkplatz;Trier;Deutschland;6.6317934;49.726028;OpenStreetMap;;fee: no
Parkplatz 500390576;Parkplatz;Trier;Deutschland;6.6319804;49.7258731;OpenStreetMap;;fee: no
Parkplatz 500390577;Parkplatz;Trier;Deutschland;6.6320689;49.7257968;OpenStreetMap;;fee: no
Parkplatz 500390578;Parkplatz;Trier;Deutschland;6.6324029;49.7259615;OpenStreetMap;;fee: no
Parkplatz 500390579;Parkplatz;Trier;Deutschland;6.6323581;49.7260616;OpenStreetMap;;fee: no
Parkplatz 500463072;Parkplatz;Trier;Deutschland;6.6335793;49.7244798;OpenStreetMap;;fee: no
Parkplatz 500463073;Parkplatz;Trier;Deutschland;6.6333779;49.7243762;OpenStreetMap;;fee: no
Parkplatz 500463074;Parkplatz;Trier;Deutschland;6.6332256;49.7242978;OpenStreetMap;;fee: no
Parkplatz 500463077;Parkplatz;Trier;Deutschland;6.6328269;49.724255;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 500638146;Parkplatz;Trier;Deutschland;6.6320717;49.7263046;OpenStreetMap;;fee: no
Parkplatz 500638147;Parkplatz;Trier;Deutschland;6.6320188;49.726349;OpenStreetMap;;fee: no
Parkplatz 500638151;Parkplatz;Trier;Deutschland;6.6321625;49.7262277;OpenStreetMap;;fee: no
Parkplatz 500638155;Parkplatz;Trier;Deutschland;6.6322155;49.7261834;OpenStreetMap;;fee: no
Parkplatz 500638157;Parkplatz;Trier;Deutschland;6.6323052;49.726106;OpenStreetMap;;fee: no
Parkplatz 500731145;Parkplatz;Trier;Deutschland;6.6344139;49.7249033;OpenStreetMap;;"capacity: 4; fee: no"
Parkplatz 500731146;Parkplatz;Trier;Deutschland;6.6340182;49.7247023;OpenStreetMap;;"capacity: 4; fee: no"
Parkplatz 500778438;Parkplatz;Trier;Deutschland;6.633387;49.7245379;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 500778439;Parkplatz;Trier;Deutschland;6.6336056;49.7246485;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 500778442;Parkplatz;Trier;Deutschland;6.633496;49.7245941;OpenStreetMap;;"capacity: 4; fee: no"
Parkplatz 500778445;Parkplatz;Trier;Deutschland;6.633266;49.7244768;OpenStreetMap;;"capacity: 4; fee: no"
Parkplatz 500778448;Parkplatz;Trier;Deutschland;6.6331458;49.7244163;OpenStreetMap;;"capacity: 4; fee: no"
Parkplatz 500778451;Parkplatz;Trier;Deutschland;6.6330374;49.7243609;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 500778455;Parkplatz;Trier;Deutschland;6.6329244;49.7243037;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 500791139;Parkplatz;Trier;Deutschland;6.6327454;49.7249659;OpenStreetMap;;capacity: 4
Parkplatz 500791143;Parkplatz;Trier;Deutschland;6.6320866;49.7254164;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 500791511;Parkplatz;Trier;Deutschland;6.6341419;49.7252428;OpenStreetMap;;fee: no
Parkplatz 500791512;Parkplatz;Trier;Deutschland;6.6339005;49.7251187;OpenStreetMap;;fee: no
Parkplatz 500791513;Parkplatz;Trier;Deutschland;6.6336397;49.7249846;OpenStreetMap;;fee: no
Parkplatz 500791514;Parkplatz;Trier;Deutschland;6.6333133;49.7248196;OpenStreetMap;;fee: no
Parkplatz 500791515;Parkplatz;Trier;Deutschland;6.6329298;49.7246255;OpenStreetMap;;fee: no
Parkplatz 500791516;Parkplatz;Trier;Deutschland;6.6326292;49.7244664;OpenStreetMap;;fee: no
Parkplatz 500908825;Parkplatz;Trier;Deutschland;6.631652;49.726156;OpenStreetMap;;fee: no
Parkplatz 500914504;Parkplatz;Trier;Deutschland;6.6315875;49.7259277;OpenStreetMap;;
Parkplatz 500914511;Parkplatz;Trier;Deutschland;6.6315804;49.7262575;OpenStreetMap;;fee: no
Parkplatz 503227843;Parkplatz;Trier;Deutschland;6.6325008;49.7410156;OpenStreetMap;;
Parkplatz 503966479;Parkplatz;Trier;Deutschland;6.6342;49.7389769;OpenStreetMap;;
Parkplatz 503966487;Parkplatz;Trier;Deutschland;6.6336334;49.7389338;OpenStreetMap;;fee: no
Parkplatz 503966488;Parkplatz;Trier;Deutschland;6.6330239;49.7388723;OpenStreetMap;;
Parkplatz 503966489;Parkplatz;Trier;Deutschland;6.6325329;49.7389408;OpenStreetMap;;"fee: no; wheelchair: yes"
Parkplatz 503966490;Parkplatz;Trier;Deutschland;6.6324417;49.7397732;OpenStreetMap;;fee: no
Parkplatz 508346411;Parkplatz;Trier;Deutschland;6.6758852;49.7538305;OpenStreetMap;;
Parkplatz 508346412;Parkplatz;Trier;Deutschland;6.6759704;49.7540951;OpenStreetMap;;
Parkplatz 509642080;Parkplatz;Trier;Deutschland;6.6442246;49.7586129;OpenStreetMap;;
Parkplatz 509699462;Parkplatz;Trier;Deutschland;6.650704;49.7592102;OpenStreetMap;;
Gärtnerei Melchisedech;Parkplatz;Trier;Deutschland;6.6367719;49.7642082;OpenStreetMap;Gärtnerei Melchisedech;
Parkplatz 515240657;Parkplatz;Trier;Deutschland;6.6297784;49.7456168;OpenStreetMap;;
Parkplatz 515647081;Parkplatz;Trier;Deutschland;6.6462034;49.7684253;OpenStreetMap;;
Parkplatz 516093360;Parkplatz;Trier;Deutschland;6.6441725;49.7660877;OpenStreetMap;;
Parkplatz 516093361;Parkplatz;Trier;Deutschland;6.6442613;49.7659976;OpenStreetMap;;
Parkplatz 518044064;Parkplatz;Trier;Deutschland;6.647602;49.7531735;OpenStreetMap;;
Kundenparkplatz Modehaus Marx;Parkplatz;Trier;Deutschland;6.6480907;49.753856;OpenStreetMap;;
Parkplatz 518378577;Parkplatz;Trier;Deutschland;6.6476787;49.754148;OpenStreetMap;;
Parkplatz 518378578;Parkplatz;Trier;Deutschland;6.6479868;49.7540339;OpenStreetMap;;
Parkplatz 518567447;Parkplatz;Trier;Deutschland;6.6481667;49.7552464;OpenStreetMap;;fee: no
Parkplatz 518567453;Parkplatz;Trier;Deutschland;6.6483109;49.7554136;OpenStreetMap;;fee: no
Parkplatz 518567457;Parkplatz;Trier;Deutschland;6.6478989;49.7543084;OpenStreetMap;;
Parkplatz 518614045;Parkplatz;Trier;Deutschland;6.6492704;49.7554733;OpenStreetMap;;
Parkplatz 518616982;Parkplatz;Trier;Deutschland;6.6486107;49.7556969;OpenStreetMap;;fee: no
Parkplatz 518992763;Parkplatz;Trier;Deutschland;6.6477798;49.7526803;OpenStreetMap;;
Parkplatz 518992764;Parkplatz;Trier;Deutschland;6.6470175;49.7526438;OpenStreetMap;;
Parkplatz 518992766;Parkplatz;Trier;Deutschland;6.6469208;49.753385;OpenStreetMap;;fee: no
Parkplatz 519027747;Parkplatz;Trier;Deutschland;6.6453196;49.7514047;OpenStreetMap;;
Parkplatz 519072147;Parkplatz;Trier;Deutschland;6.6450251;49.7504267;OpenStreetMap;;
Parkplatz 519072167;Parkplatz;Trier;Deutschland;6.6445064;49.7499706;OpenStreetMap;;
Parkplatz 519072172;Parkplatz;Trier;Deutschland;6.6443621;49.7498328;OpenStreetMap;;
Parkplatz 520405950;Parkplatz;Trier;Deutschland;6.6499534;49.7524436;OpenStreetMap;;
Parkplatz 520409459;Parkplatz;Trier;Deutschland;6.6492533;49.7528374;OpenStreetMap;;fee: no
Parkplatz 522837506;Parkplatz;Trier;Deutschland;6.6689307;49.7562303;OpenStreetMap;;
Parkplatz 522848371;Parkplatz;Trier;Deutschland;6.6696168;49.7560981;OpenStreetMap;;
Parkplatz 522877303;Parkplatz;Trier;Deutschland;6.6678448;49.7550041;OpenStreetMap;;
Parkplatz 527658546;Parkplatz;Trier;Deutschland;6.6434536;49.7633175;OpenStreetMap;;
Parkplatz 538789025;Parkplatz;Trier;Deutschland;6.6446851;49.7516424;OpenStreetMap;;
Parkplatz 540755946;Parkplatz;Trier;Deutschland;6.6566942;49.7707205;OpenStreetMap;;
Hauptfriedhof;Parkplatz;Trier;Deutschland;6.6541816;49.7708451;OpenStreetMap;;fee: no
Parkplatz 541349647;Parkplatz;Trier;Deutschland;6.6636929;49.767436;OpenStreetMap;;
Parkplatz 541567041;Parkplatz;Trier;Deutschland;6.6580493;49.7657753;OpenStreetMap;;
Parkplatz 541571919;Parkplatz;Trier;Deutschland;6.6601171;49.7643966;OpenStreetMap;;
Parkplatz 541693346;Parkplatz;Trier;Deutschland;6.6569414;49.7648783;OpenStreetMap;;
Parkplatz 541693352;Parkplatz;Trier;Deutschland;6.6579883;49.7645268;OpenStreetMap;;
Parkplatz 541727352;Parkplatz;Trier;Deutschland;6.6623617;49.7643462;OpenStreetMap;;fee: no
Parkplatz 541780881;Parkplatz;Trier;Deutschland;6.6610524;49.7673741;OpenStreetMap;;
Parkplatz 541887937;Parkplatz;Trier;Deutschland;6.6617732;49.7661887;OpenStreetMap;;
Parkplatz 541887944;Parkplatz;Trier;Deutschland;6.6620349;49.7667039;OpenStreetMap;;
Parkplatz 541887949;Parkplatz;Trier;Deutschland;6.6613102;49.7663035;OpenStreetMap;;
Parkplatz 542145934;Parkplatz;Trier;Deutschland;6.6560089;49.7664318;OpenStreetMap;;
Parkplatz 542145935;Parkplatz;Trier;Deutschland;6.6558702;49.7661172;OpenStreetMap;;
Parkplatz 542154066;Parkplatz;Trier;Deutschland;6.6571349;49.7664321;OpenStreetMap;;
Parkplatz 542246446;Parkplatz;Trier;Deutschland;6.6580179;49.7675707;OpenStreetMap;;
Parkplatz 542246447;Parkplatz;Trier;Deutschland;6.6580773;49.7673937;OpenStreetMap;;
Parkplatz 542246448;Parkplatz;Trier;Deutschland;6.6581039;49.7672627;OpenStreetMap;;
Parkplatz 542246449;Parkplatz;Trier;Deutschland;6.6581269;49.7671527;OpenStreetMap;;
Parkplatz 542258669;Parkplatz;Trier;Deutschland;6.6588673;49.7679536;OpenStreetMap;;
Parkplatz 542258672;Parkplatz;Trier;Deutschland;6.6587053;49.768292;OpenStreetMap;;fee: no
Parkplatz 542485090;Parkplatz;Trier;Deutschland;6.6643593;49.7658183;OpenStreetMap;;
Parkplatz 543411479;Parkplatz;Trier;Deutschland;6.6645955;49.7652519;OpenStreetMap;;
Parkplatz 543411480;Parkplatz;Trier;Deutschland;6.6651559;49.7655473;OpenStreetMap;;fee: no
Parkplatz 543411481;Parkplatz;Trier;Deutschland;6.6657112;49.7661403;OpenStreetMap;;fee: no
Parkplatz 543411482;Parkplatz;Trier;Deutschland;6.666215;49.7668216;OpenStreetMap;;fee: no
Parkplatz 543411483;Parkplatz;Trier;Deutschland;6.6668069;49.7674522;OpenStreetMap;;fee: no
Parkplatz 543779750;Parkplatz;Trier;Deutschland;6.6596121;49.769538;OpenStreetMap;;
Parkplatz 543779751;Parkplatz;Trier;Deutschland;6.6575326;49.7682494;OpenStreetMap;;
Parkplatz 548592797;Parkplatz;Trier;Deutschland;6.6386011;49.7516131;OpenStreetMap;;
Parkplatz 550863970;Parkplatz;Trier;Deutschland;6.6580743;49.7636082;OpenStreetMap;;fee: no
Parkplatz 556218537;Parkplatz;Trier;Deutschland;6.6472224;49.7572606;OpenStreetMap;;fee: yes
Parkplatz 556218541;Parkplatz;Trier;Deutschland;6.6474299;49.7566496;OpenStreetMap;;fee: yes
Parkplatz 556300454;Parkplatz;Trier;Deutschland;6.6460262;49.7571517;OpenStreetMap;;
Parkplatz 556302294;Parkplatz;Trier;Deutschland;6.6482683;49.7575034;OpenStreetMap;;
Parkplatz 556302296;Parkplatz;Trier;Deutschland;6.6478057;49.7572785;OpenStreetMap;;
Parkplatz 556302297;Parkplatz;Trier;Deutschland;6.6476666;49.7570288;OpenStreetMap;;
Parkplatz 556466577;Parkplatz;Trier;Deutschland;6.647908;49.7565599;OpenStreetMap;;fee: yes
Parkplatz 556466579;Parkplatz;Trier;Deutschland;6.6455661;49.7564988;OpenStreetMap;;fee: yes
Parkplatz 556466582;Parkplatz;Trier;Deutschland;6.6461699;49.7567765;OpenStreetMap;;fee: yes
Parkplatz 557414390;Parkplatz;Trier;Deutschland;6.631968;49.766875;OpenStreetMap;;
Parkplatz 558551647;Parkplatz;Trier;Deutschland;6.6334217;49.7675121;OpenStreetMap;;
Parkplatz 560732390;Parkplatz;Trier;Deutschland;6.6555327;49.7255525;OpenStreetMap;;
Parkplatz 584005895;Parkplatz;Trier;Deutschland;6.6294954;49.7318937;OpenStreetMap;;fee: no
Parkplatz 587881416;Parkplatz;Trier;Deutschland;6.6260617;49.7230887;OpenStreetMap;;fee: no
Parkplatz 587895287;Parkplatz;Trier;Deutschland;6.6281014;49.7221571;OpenStreetMap;;
Parkplatz 607370586;Parkplatz;Trier;Deutschland;6.6448313;49.7479314;OpenStreetMap;;"capacity: 15; fee: yes"
Parkplatz 617353433;Parkplatz;Trier;Deutschland;6.6218335;49.7449139;OpenStreetMap;;
Parkplatz 645344231;Parkplatz;Trier;Deutschland;6.6273499;49.7651424;OpenStreetMap;;
Parkplatz 648784683;Parkplatz;Trier;Deutschland;6.6337882;49.7613874;OpenStreetMap;;
Parkplatz 650764465;Parkplatz;Trier;Deutschland;6.6444627;49.7550513;OpenStreetMap;;
Parkplatz 650765433;Parkplatz;Trier;Deutschland;6.6443757;49.7554686;OpenStreetMap;;
Parkplatz 651091407;Parkplatz;Trier;Deutschland;6.6456843;49.7658929;OpenStreetMap;;
Parkplatz 651091474;Parkplatz;Trier;Deutschland;6.6455716;49.7658046;OpenStreetMap;;
Parkplatz 651107258;Parkplatz;Trier;Deutschland;6.6473032;49.7610078;OpenStreetMap;;
Parkplatz 652264193;Parkplatz;Trier;Deutschland;6.6408955;49.7651147;OpenStreetMap;;fee: yes
Parkplatz 652264194;Parkplatz;Trier;Deutschland;6.6411936;49.7652971;OpenStreetMap;;"capacity: 6; fee: yes"
Parkplatz 652264195;Parkplatz;Trier;Deutschland;6.6405354;49.764892;OpenStreetMap;;fee: yes
Parkplatz 652264196;Parkplatz;Trier;Deutschland;6.641311;49.7642219;OpenStreetMap;;
Parkplatz 652447589;Parkplatz;Trier;Deutschland;6.6538666;49.7601367;OpenStreetMap;Erhard Simon;"capacity: 80; fee: yes"
Parkplatz 655087203;Parkplatz;Trier;Deutschland;6.6349512;49.7611611;OpenStreetMap;;
Parkplatz 671103964;Parkplatz;Trier;Deutschland;6.6392529;49.7644248;OpenStreetMap;;capacity: 3
Parkplatz 673230820;Parkplatz;Trier;Deutschland;6.6438404;49.765828;OpenStreetMap;;
Parkplatz 674203429;Parkplatz;Trier;Deutschland;6.6434201;49.7640885;OpenStreetMap;;"capacity: 4; fee: yes"
Parkplatz 692261703;Parkplatz;Trier;Deutschland;6.656479;49.7254592;OpenStreetMap;;fee: no
Parkplatz 709292541;Parkplatz;Trier;Deutschland;6.6314094;49.7289205;OpenStreetMap;;fee: no
Parkplatz 716611488;Parkplatz;Trier;Deutschland;6.6491133;49.7527259;OpenStreetMap;;
Parkplatz 725953355;Parkplatz;Trier;Deutschland;6.6506835;49.7690681;OpenStreetMap;;fee: no
Parkplatz 728762243;Parkplatz;Trier;Deutschland;6.6314189;49.722745;OpenStreetMap;;capacity: 7
Parkplatz 728762244;Parkplatz;Trier;Deutschland;6.6312232;49.7226479;OpenStreetMap;;capacity: 8
Parkplatz 728762245;Parkplatz;Trier;Deutschland;6.6310316;49.7225475;OpenStreetMap;;capacity: 8
Parkplatz 733624111;Parkplatz;Trier;Deutschland;6.6395437;49.7555148;OpenStreetMap;;
Coffee Fellows Hotel;Parkplatz;Trier;Deutschland;6.6240965;49.7527147;OpenStreetMap;;"capacity: 27; fee: yes; wheelchair: yes"
Parkplatz 738910361;Parkplatz;Trier;Deutschland;6.6460605;49.7661107;OpenStreetMap;;capacity: 11
Parkplatz 740683740;Parkplatz;Trier;Deutschland;6.6235085;49.7457844;OpenStreetMap;;
Parkplatz 740721197;Parkplatz;Trier;Deutschland;6.6235887;49.7471092;OpenStreetMap;;
Parkplatz 741216872;Parkplatz;Trier;Deutschland;6.6254865;49.7569404;OpenStreetMap;;fee: no
Parkplatz 741271080;Parkplatz;Trier;Deutschland;6.6254951;49.7559078;OpenStreetMap;;
Parkplatz 741271082;Parkplatz;Trier;Deutschland;6.6252281;49.7549383;OpenStreetMap;;
Parkplatz 741949448;Parkplatz;Trier;Deutschland;6.6249791;49.7514637;OpenStreetMap;;
Parkplatz 741949450;Parkplatz;Trier;Deutschland;6.6246254;49.750483;OpenStreetMap;;
Parkplatz 743805228;Parkplatz;Trier;Deutschland;6.6210662;49.7509893;OpenStreetMap;;
Parkplatz 746357114;Parkplatz;Trier;Deutschland;6.6218629;49.7552113;OpenStreetMap;;fee: no
Parkplatz 746690003;Parkplatz;Trier;Deutschland;6.6224093;49.7558286;OpenStreetMap;;
Parkplatz 757649437;Parkplatz;Trier;Deutschland;6.6415891;49.7512299;OpenStreetMap;;
Parkplatz 757651620;Parkplatz;Trier;Deutschland;6.6414663;49.7518452;OpenStreetMap;;fee: yes
Parkplatz 757660371;Parkplatz;Trier;Deutschland;6.6408471;49.7516455;OpenStreetMap;;
Parkplatz 759811362;Parkplatz;Trier;Deutschland;6.6420541;49.7557249;OpenStreetMap;;
Parkplatz 759811363;Parkplatz;Trier;Deutschland;6.6421406;49.7554868;OpenStreetMap;;
Parkplatz 762452977;Parkplatz;Trier;Deutschland;6.6349489;49.7541402;OpenStreetMap;;
Parkplatz 775792932;Parkplatz;Trier;Deutschland;6.6562743;49.761994;OpenStreetMap;;
Parkplatz 775792933;Parkplatz;Trier;Deutschland;6.6555664;49.7619006;OpenStreetMap;;
Parkplatz 775792934;Parkplatz;Trier;Deutschland;6.6558365;49.7614526;OpenStreetMap;;
Parkplatz 778255515;Parkplatz;Trier;Deutschland;6.6243073;49.7577495;OpenStreetMap;;
Parkplatz 802802713;Parkplatz;Trier;Deutschland;6.6698318;49.7621319;OpenStreetMap;;capacity: 5
Parkplatz 802802714;Parkplatz;Trier;Deutschland;6.6695036;49.7625128;OpenStreetMap;;capacity: 10
Parkplatz 802802715;Parkplatz;Trier;Deutschland;6.6692461;49.7628286;OpenStreetMap;;capacity: 2
Parkplatz 803286665;Parkplatz;Trier;Deutschland;6.6753924;49.7747828;OpenStreetMap;;fee: yes
Tiefgarage Viehmarkt;Parkplatz;Trier;Deutschland;6.6370286;49.7526683;OpenStreetMap;SWT Parken GmbH;"capacity: 336; fee: yes"
Amphitheater;Parkplatz;Trier;Deutschland;6.6493449;49.7467929;OpenStreetMap;Stadt Trier;fee: no
Parkplatz 812838578;Parkplatz;Trier;Deutschland;6.6571896;49.7387631;OpenStreetMap;;fee: no
Parkplatz 825368741;Parkplatz;Trier;Deutschland;6.6280563;49.7257706;OpenStreetMap;;
Parkplatz 845755394;Parkplatz;Trier;Deutschland;6.6724525;49.770639;OpenStreetMap;;
Parkplatz 845755396;Parkplatz;Trier;Deutschland;6.6716743;49.7724549;OpenStreetMap;;
Parkplatz 845755397;Parkplatz;Trier;Deutschland;6.6712611;49.7717066;OpenStreetMap;;
Parkplatz 845755398;Parkplatz;Trier;Deutschland;6.67279;49.7712691;OpenStreetMap;;
Parkplatz 845755399;Parkplatz;Trier;Deutschland;6.671948;49.7711052;OpenStreetMap;;fee: yes
Nell's Park;Parkplatz;Trier;Deutschland;6.6701731;49.770507;OpenStreetMap;;"fee: yes; wheelchair: yes"
Parkplatz 857604290;Parkplatz;Trier;Deutschland;6.6591707;49.7200154;OpenStreetMap;Grashoppers Trier;
Parkplatz 871650282;Parkplatz;Trier;Deutschland;6.6763857;49.7718502;OpenStreetMap;;
Parkplatz 918861692;Parkplatz;Trier;Deutschland;6.6435918;49.7686407;OpenStreetMap;;fee: yes
Parkplatz 954304738;Parkplatz;Trier;Deutschland;6.6284626;49.7712904;OpenStreetMap;;"capacity: 0; fee: no"
Parkplatz 974784620;Parkplatz;Trier;Deutschland;6.6653296;49.7732649;OpenStreetMap;;
Parkplatz 974784621;Parkplatz;Trier;Deutschland;6.6654809;49.7738559;OpenStreetMap;;
Parkplatz 974789529;Parkplatz;Trier;Deutschland;6.653289;49.7595959;OpenStreetMap;;
Parkplatz 976356083;Parkplatz;Trier;Deutschland;6.6565298;49.7433144;OpenStreetMap;;
Parkplatz 976375233;Parkplatz;Trier;Deutschland;6.6578054;49.731631;OpenStreetMap;;"capacity: 7; fee: no"
Park- und Stellplatz Hotel Deutscher Hof;Parkplatz;Trier;Deutschland;6.6353513;49.7492175;OpenStreetMap;;fee: yes
Parkplatz 985975079;Parkplatz;Trier;Deutschland;6.6734406;49.7568077;OpenStreetMap;;"capacity: 16; fee: no"
Parkplatz 993386794;Parkplatz;Trier;Deutschland;6.6711503;49.7561275;OpenStreetMap;;wheelchair: yes
Parkplatz 993483658;Parkplatz;Trier;Deutschland;6.6705079;49.7564063;OpenStreetMap;Petrisberg Apotheke;"capacity: 2; fee: no"
Parkplatz 993483951;Parkplatz;Trier;Deutschland;6.6702176;49.7559248;OpenStreetMap;;capacity: 6
Parkplatz 993483952;Parkplatz;Trier;Deutschland;6.6703738;49.7560146;OpenStreetMap;;capacity: 6
Parkplatz 993506804;Parkplatz;Trier;Deutschland;6.6699685;49.7561527;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 993506805;Parkplatz;Trier;Deutschland;6.6696658;49.75633;OpenStreetMap;;"capacity: 4; fee: no"
Parkplatz 993506806;Parkplatz;Trier;Deutschland;6.6724128;49.7560784;OpenStreetMap;Augenklinik Petrisberg;fee: no
Parkplatz 997666123;Parkplatz;Trier;Deutschland;6.6548367;49.7577792;OpenStreetMap;;
Parkplatz 997690663;Parkplatz;Trier;Deutschland;6.6637945;49.7422421;OpenStreetMap;;capacity: 6
Parkplatz 997690664;Parkplatz;Trier;Deutschland;6.6636011;49.7423134;OpenStreetMap;;capacity: 4
Parkplatz 1000362763;Parkplatz;Trier;Deutschland;6.6663021;49.7551468;OpenStreetMap;;fee: no
Parkplatz 1013682114;Parkplatz;Trier;Deutschland;6.6513297;49.767681;OpenStreetMap;;fee: no
Parkplatz 1016575872;Parkplatz;Trier;Deutschland;6.6799842;49.7542243;OpenStreetMap;;fee: no
P3;Parkplatz;Trier;Deutschland;6.6700688;49.7563058;OpenStreetMap;;fee: yes
Parkplatz 1028110476;Parkplatz;Trier;Deutschland;6.6423115;49.7614702;OpenStreetMap;;
Parkplatz 1030974217;Parkplatz;Trier;Deutschland;6.6800362;49.7538921;OpenStreetMap;;capacity: 10
Parkplatz 1030974218;Parkplatz;Trier;Deutschland;6.6792563;49.7537559;OpenStreetMap;;fee: no
Parkplatz 1032846125;Parkplatz;Trier;Deutschland;6.6470122;49.7544939;OpenStreetMap;;
Parkplatz 1039521609;Parkplatz;Trier;Deutschland;6.6523599;49.758275;OpenStreetMap;;
Parkplatz 1039573517;Parkplatz;Trier;Deutschland;6.6720458;49.7614874;OpenStreetMap;;"capacity: 10; fee: no"
Parkplatz 1049553916;Parkplatz;Trier;Deutschland;6.6350522;49.739097;OpenStreetMap;;
Parkplatz 1049597604;Parkplatz;Trier;Deutschland;6.6631913;49.7706343;OpenStreetMap;;fee: no
Parkplatz 1049597610;Parkplatz;Trier;Deutschland;6.6622025;49.7701653;OpenStreetMap;;fee: no
Parkplatz 1049597613;Parkplatz;Trier;Deutschland;6.661405;49.7697953;OpenStreetMap;;fee: no
Parkplatz 1049597620;Parkplatz;Trier;Deutschland;6.6588479;49.7686053;OpenStreetMap;;fee: no
Parkplatz 1049597622;Parkplatz;Trier;Deutschland;6.6585071;49.7684483;OpenStreetMap;;fee: no
Parkplatz 1049597624;Parkplatz;Trier;Deutschland;6.6580008;49.7681905;OpenStreetMap;;fee: no
Parkplatz 1049628776;Parkplatz;Trier;Deutschland;6.6562975;49.7670861;OpenStreetMap;;fee: no
Parkplatz 1049657326;Parkplatz;Trier;Deutschland;6.6777841;49.763872;OpenStreetMap;;
Parkplatz 1050092891;Parkplatz;Trier;Deutschland;6.6626015;49.7713479;OpenStreetMap;;
Parkplatz 1050768614;Parkplatz;Trier;Deutschland;6.6574171;49.7677459;OpenStreetMap;;fee: no
Parkplatz 1050768616;Parkplatz;Trier;Deutschland;6.6567369;49.7673216;OpenStreetMap;;fee: no
Parkplatz 1052310273;Parkplatz;Trier;Deutschland;6.6479776;49.729437;OpenStreetMap;Waldorfschule;
Parkplatz 1052621875;Parkplatz;Trier;Deutschland;6.6692991;49.7681633;OpenStreetMap;;
Parkplatz 1105985629;Parkplatz;Trier;Deutschland;6.6335113;49.7238204;OpenStreetMap;;
Parkplatz 1106419528;Parkplatz;Trier;Deutschland;6.6308015;49.7244264;OpenStreetMap;;fee: no
Parkplatz 1106419529;Parkplatz;Trier;Deutschland;6.6309213;49.7243634;OpenStreetMap;;fee: no
Parkplatz 1106419530;Parkplatz;Trier;Deutschland;6.6303693;49.7241619;OpenStreetMap;;fee: no
Parkplatz 1106419578;Parkplatz;Trier;Deutschland;6.6354187;49.7248695;OpenStreetMap;;"capacity: 2; fee: no"
Parkplatz 1106419590;Parkplatz;Trier;Deutschland;6.6312758;49.7224259;OpenStreetMap;;
Parkplatz 1106419591;Parkplatz;Trier;Deutschland;6.6310049;49.7223968;OpenStreetMap;;
Parkplatz 1110487289;Parkplatz;Trier;Deutschland;6.6519549;49.7398657;OpenStreetMap;;
Parkplatz 1116971737;Parkplatz;Trier;Deutschland;6.6518672;49.7449293;OpenStreetMap;;
Parkplatz 1116979767;Parkplatz;Trier;Deutschland;6.6508672;49.7410392;OpenStreetMap;;
Parkplatz 1116979769;Parkplatz;Trier;Deutschland;6.65032;49.7412008;OpenStreetMap;;
Parkplatz 1116993698;Parkplatz;Trier;Deutschland;6.6477571;49.7395177;OpenStreetMap;;capacity: 8
Parkplatz 1116993706;Parkplatz;Trier;Deutschland;6.6457876;49.7399963;OpenStreetMap;;
Parkplatz 1116993710;Parkplatz;Trier;Deutschland;6.6458855;49.7396619;OpenStreetMap;;
Parkplatz 1116993711;Parkplatz;Trier;Deutschland;6.6460605;49.7403058;OpenStreetMap;;capacity: 2
Parkplatz 1116993715;Parkplatz;Trier;Deutschland;6.6455344;49.7403932;OpenStreetMap;;capacity: 50
Parkplatz 1149389321;Parkplatz;Trier;Deutschland;6.6311138;49.7397316;OpenStreetMap;;capacity: 3
Parkplatz 1149389323;Parkplatz;Trier;Deutschland;6.6309677;49.7397587;OpenStreetMap;;
Parkplatz 1149814378;Parkplatz;Trier;Deutschland;6.6498185;49.7365367;OpenStreetMap;;
Parkplatz 1153255343;Parkplatz;Trier;Deutschland;6.6351607;49.7449228;OpenStreetMap;;
Parkplatz 1153255344;Parkplatz;Trier;Deutschland;6.6354818;49.7448869;OpenStreetMap;;
Parkplatz 1154450911;Parkplatz;Trier;Deutschland;6.63244;49.7503097;OpenStreetMap;;
Parkplatz 1154450912;Parkplatz;Trier;Deutschland;6.6315217;49.7504362;OpenStreetMap;;
Parkplatz 1155406584;Parkplatz;Trier;Deutschland;6.6355144;49.7602407;OpenStreetMap;;
Parkplatz 1155440308;Parkplatz;Trier;Deutschland;6.6377771;49.7460326;OpenStreetMap;;
Parkplatz 1157912424;Parkplatz;Trier;Deutschland;6.6383415;49.7581105;OpenStreetMap;;fee: no
Parkplatz 1157912425;Parkplatz;Trier;Deutschland;6.6385309;49.7583768;OpenStreetMap;;
